_id,RECORD ID,RECORD NAME,DATE OPENED,RECORD MODULE,RECORD STATUS,RECORD STATUS DATE,ADDRESS,BALANCE DUE,DATE ASSIGNED,DATE CLOSED,DATE COMPLETED,DESCRIPTION,JOB VALUE,RECORD TYPE GROUP,RECORD TYPE CATEGORY,RECORD TYPE TYPE,RECORD TYPE SUBTYPE,STATUS,APN,LICENSE NBR,BUSINESS NAME
55,CODE-14-0696,"",2014-06-17T00:00:00.000,Enforcement,In Progress,2014-06-17T17:56:50.000,"812 SAXON TRL, SOUTHLAKE, TX 76092",0,"","","","RH, TUes, 6/17/2014 5:30:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00233-57-6,"",""
56,CODE-14-0699,"",2014-06-17T00:00:00.000,Enforcement,In Progress,2014-06-17T18:01:30.000,"702 DOVER PL, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 6/17/2014 6:13:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00213-6-10,"",""
57,CODE-14-0704,"",2014-06-17T00:00:00.000,Enforcement,In Progress,2014-06-17T18:13:07.000,"804 HILLCREST TRL, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 6/17/2014 7:04:00, Front sprinkler running.","",Enforcement,NA,Water Restriction,NA,In Progress,00196-4-30,"",""
58,CODE-14-0705,"",2014-06-17T00:00:00.000,Enforcement,In Progress,2014-06-17T18:15:49.000,"403 BAYOU VISTA, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 6/17/2014 7:32:00, Sprinklers running backyard east side.","",Enforcement,NA,Water Restriction,NA,In Progress,00001-2-6,"",""
40,CODE-14-0685,"",2014-06-16T00:00:00.000,Enforcement,In Progress,2014-06-16T16:15:42.000,"1002 BRAZOS DR, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/16 at 6:52am, sprinklers running in front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00198-1-74,"",""
41,CODE-14-0679,"",2014-06-16T00:00:00.000,Enforcement,In Progress,2014-06-16T16:05:43.000,"1200 EARLSTON CT, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/16 at 5:12am, sprinklers running in flower bed left side of home","",Enforcement,NA,Water Restriction,NA,In Progress,00239-2-7,"",""
42,CODE-14-0681,"",2014-06-16T00:00:00.000,Enforcement,In Progress,2014-06-16T16:09:07.000,"808 BRIGHTON AVE, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/16 at 6:20am, sprinklers running on right side of home","",Enforcement,NA,Water Restriction,NA,In Progress,00418-5-3,"",""
44,CODE-14-0683,"",2014-06-16T00:00:00.000,Enforcement,In Progress,2014-06-16T16:12:51.000,"1209 SABINE CT, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/16 at 6:38am, sprinklers running in front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00198-1-17,"",""
45,CODE-14-0682,"",2014-06-16T00:00:00.000,Enforcement,In Progress,2014-06-16T16:10:56.000,"716 LOVE HENRY CT, SOUTHLAKE, TX 76092",0,"","","","ED, Mon 6/16 at 6:28am, sprinklers running in front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00062-1-5,"",""
66,CODE-14-0708,1074 Westpark Circle N.,2014-06-17T00:00:00.000,Enforcement,Noticed,2014-06-17T00:00:00.000,"1074 WESTPARK CIR, SOUTHLAKE, TX 76092",0,2014-06-17T00:00:00.000,"","",Was sent to this address by the property owner next door stating that a fence was being erected on her property line.  Did not notice a fence erected but a car port installed without a permit.,"",Enforcement,NA,Work Without a Permit,NA,Noticed,00323--11,"",""
98,CODE-14-0735,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T15:11:09.000,"125 CREEKWAY BEND, SOUTHLAKE, TX 76092",0,"","","","ED, Thursday, 06/19/14 @6:27a, Broken Sprinkler head back left side of home. lss","",Enforcement,NA,Water Restriction,NA,In Progress,00234-7-14,"",""
104,CODE-14-0743,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T16:09:46.000,"713 KENT CT, SOUTHLAKE, TX 76092",0,"","","","KF, Thursday, 06/19/14 @ 5:53p, Front sprinklers running.  Excessive run off 75 ft to storm drain.  Broken head right side of driveway. lss","",Enforcement,NA,Water Restriction,NA,In Progress,00280-2-89,"",""
92,CODE-14-0739,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T15:49:10.000,"2701 DERBY CT, SOUTHLAKE, TX 76092",0,"","","","KF Thursday, 06/18/14 @ 5:19pm, Front sprinklers running. Excessive run off. Large amount of water running into storm drain. lss","",Enforcement,NA,Water Restriction,NA,In Progress,00280-1-29,"",""
105,CODE-14-0740,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T15:55:58.000,"2723 BROOKSHIRE DR, SOUTHLAKE, TX 76092",0,"","","","KF, Thrusday, 06/19/14 @ 5:25p, Front sprinklers running.  Ecessive run off 100 ft, plus. lss","",Enforcement,NA,Water Restriction,NA,In Progress,00280-1-6,"",""
345,CODE-14-0986,400 S. Carroll Ave. (Winding Creek Subdivision),2014-07-16T00:00:00.000,Enforcement,In Progress,2014-07-17T10:27:35.000,"400 S CARROLL AVE, SOUTHLAKE, TX 76092",0,2014-07-16T00:00:00.000,"","",Reported that the subdivision sign in Winding Creek on the corner of Vinebrook and S. Carroll Avenue is too close to the street and there is a traffic site issue turning onto S. Carroll Ave.,"",Enforcement,NA,Signs,Other,In Progress,00353--4D,"",""
346,CODE-14-0987,2301 W. Southlake Blvd.,2014-07-16T00:00:00.000,Enforcement,In Progress,2014-07-17T10:42:43.000,"2301 W SOUTHLAKE BLVD, #SHELL, SOUTHLAKE, TX 76092",0,2014-07-16T00:00:00.000,"","",Reported by the owner of the shopping complex that there is an abandoned black Subaru that was left in the parking lot.,"",Enforcement,NA,Zoning,Parking,In Progress,00140--5R4R2,"",""
328,CODE-14-0968,"",2014-07-15T00:00:00.000,Enforcement,In Progress,2014-07-15T10:25:50.000,"422 COPPERFIELD ST, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/15/2014 6:14:00 Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00085-1-8,"",""
329,CODE-14-0970,"",2014-07-15T00:00:00.000,Enforcement,In Progress,2014-07-15T10:30:02.000,"209 KING RANCH RD, SOUTHLAKE, TX 76092",0,"","","","RH, Tues 7/15/2014 6:50:00, Front sprinklers in the flower beds.","",Enforcement,NA,Water Restriction,NA,In Progress,00306-2-6,"",""
129,CODE-14-0764,"",2014-06-20T00:00:00.000,Enforcement,In Progress,2014-06-20T10:21:03.000,"309 SOUTHRIDGE LAKES PKWY, SOUTHLAKE, TX 76092",0,"","","","ED, Fri 6/20 at 6:03a, sprinklers in back yard","",Enforcement,NA,Water Restriction,NA,In Progress,00198-1-23,"",""
119,CODE-14-0756,1013 Alamo Drive,2014-06-19T00:00:00.000,Enforcement,Closed,2014-06-20T00:00:00.000,"1013 ALAMO DR, SOUTHLAKE, TX 76092",0,2014-06-19T00:00:00.000,2014-06-20T00:00:00.000,"",Reported that this property owner is parking their 18 wheeler cab on the property and also has their cars parked on the grass.,"",Enforcement,NA,Zoning,Parking,Closed,00118-2-2,"",""
157,CODE-14-0798,"",2014-06-26T00:00:00.000,Enforcement,In Progress,2014-06-26T18:28:45.000,"209 ST. TROPEZ DR, SOUTHLAKE, TX 76092",0,"","","","RH, 6/25/2014 8:05:00, Front sprinklers running. Rain and freeze sensor not working.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-24-3,"",""
158,CODE-14-0799,"",2014-06-26T00:00:00.000,Enforcement,In Progress,2014-06-26T18:35:25.000,"1709 LIVE OAK LN, SOUTHLAKE, TX 76092",0,"","","","RH, Thurs 6/26/2014 7:37:00, Front sprinklers running. Excessive run off water 200 ft plus.","",Enforcement,NA,Water Restriction,NA,In Progress,00164-2-3,"",""
75,CODE-14-0716,"",2014-06-18T00:00:00.000,Enforcement,In Progress,2014-06-18T10:29:46.000,"2000 ESTES PARK DR, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 6/18/2014 6:06:00, Excessive run off from front sprinklers. 200 ft. Plus","",Enforcement,NA,Water Restriction,NA,In Progress,00015-8-5,"",""
70,CODE-14-0713,"",2014-06-18T00:00:00.000,Enforcement,In Progress,2014-06-18T09:25:29.000,"1821 RIVIERA LN, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 6/18/2014 5:41:00, Front sprinklers running. Excessive run off.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-20-7,"",""
71,CODE-14-0711,"",2014-06-18T00:00:00.000,Enforcement,In Progress,2014-06-18T09:21:43.000,"645 BRIARRIDGE RD, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 6/18/2014 5:27:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00127-3-15,"",""
204,CODE-14-0843,"",2014-07-02T00:00:00.000,Enforcement,In Progress,2014-07-02T09:38:27.000,"1503 SPRUCE CT, SOUTHLAKE, TX 76092",0,"","","","ED, Wed 7/2 at 5:11am, Sprinklers running on left side of home.","",Enforcement,NA,Water Restriction,NA,In Progress,00195-1-17,"",""
254,CODE-14-0888,335 W. Bob Jones Rd.,2014-07-02T00:00:00.000,Enforcement,Closed,2014-07-08T00:00:00.000,"335 W BOB JONES RD, SOUTHLAKE, TX 76092",0,2014-07-02T00:00:00.000,2014-07-08T00:00:00.000,"",Reported that new gate installed at this property is over hanging into the roadway.,"",Enforcement,NA,Miscellaneous,NA,Closed,00357--14,"",""
126,CODE-14-0770,"",2014-06-20T00:00:00.000,Enforcement,In Progress,2014-06-20T10:32:10.000,"2409 TOP RAIL LN, SOUTHLAKE, TX 76092",0,"","","","RH Fri 6/20/2014 6:13:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00401-3-10,"",""
135,CODE-14-0776,"",2014-06-20T00:00:00.000,Enforcement,In Progress,2014-06-20T10:56:39.000,"800 SHADOW GLEN DR, SOUTHLAKE, TX 76092",0,"","","","Rh, Fri 6/20/2014 7:27:00 Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00245-4-5,"",""
124,CODE-14-0772,"",2014-06-20T00:00:00.000,Enforcement,In Progress,2014-06-20T10:37:49.000,"101 BOB-O-LINK CT, SOUTHLAKE, TX 76092",0,"","","","RH, 6/20/2014 6:24:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00122-6-22,"",""
125,CODE-14-0769,"",2014-06-20T00:00:00.000,Enforcement,In Progress,2014-06-20T10:30:31.000,"608 TRAILHEAD DR, SOUTHLAKE, TX 76092",0,"","","","KF, Fri 6/20/2014 6:08:00, front sprinklers running","",Enforcement,NA,Water Restriction,NA,In Progress,00248-1-3,"",""
77,CODE-14-0719,"",2014-06-18T00:00:00.000,Enforcement,In Progress,2014-06-18T11:39:55.000,"2804 TYLER ST, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 6/18/2014 6:29:00, Front sprinklers. Too much run off 200 ft. Plus","",Enforcement,NA,Water Restriction,NA,In Progress,00084-2-30,"",""
69,CODE-14-0710,"",2014-06-18T00:00:00.000,Enforcement,In Progress,2014-06-18T09:19:47.000,"305 W CHAPEL DOWNS DR, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 6/18/2014 5:23:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00127-1-10,"",""
76,CODE-14-0718,"",2014-06-18T00:00:00.000,Enforcement,In Progress,2014-06-18T11:36:53.000,"2116 ESTES PARK DR, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 6/18/2014 6:14:00, Front sprinklers running. Excessive run off. 100 plus ft.","",Enforcement,NA,Water Restriction,NA,In Progress,00015-7-2,"",""
72,CODE-14-0715,"",2014-06-18T00:00:00.000,Enforcement,In Progress,2014-06-18T09:29:33.000,"509 BOULDER DR, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 6/18/2014 5:58:00, Backyard sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00391-4-3,"",""
136,CODE-14-0777,"",2014-06-20T00:00:00.000,Enforcement,In Progress,2014-06-20T10:58:17.000,"909 BERKSHIRE RD, SOUTHLAKE, TX 76092",0,"","","","Rh, Fri 6/20/2014 8:02:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00418-4-32,"",""
127,CODE-14-0765,"",2014-06-20T00:00:00.000,Enforcement,In Progress,2014-06-20T10:22:42.000,"1600 PECOS DR, SOUTHLAKE, TX 76092",0,"","","","ED, Fri 6/20 at 6:30a, sprinklers running in flower bed in front of home","",Enforcement,NA,Water Restriction,NA,In Progress,00198-3-82,"",""
74,CODE-14-0714,"",2014-06-18T00:00:00.000,Enforcement,In Progress,2014-06-18T09:27:27.000,"500 ORLEANS DR, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 6/18/2014 5:47:00, Excessive runoff over 100 ft.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-20-29,"",""
79,CODE-14-0717,"",2014-06-18T00:00:00.000,Enforcement,Noticed,2014-06-18T11:32:01.000,"1722 TUSCAN RIDGE CIR, SOUTHLAKE, TX 76092",0,2014-06-18T00:00:00.000,"","",Property owner watering back yard during peak time (11:18am),"",Enforcement,NA,Water Restriction,NA,Noticed,00252-2-10,"",""
133,CODE-14-0762,"",2014-06-20T00:00:00.000,Enforcement,In Progress,2014-06-20T10:16:45.000,"205 MANOR PL, SOUTHLAKE, TX 76092",0,"","","","ED, Fri 6/20 at 5:35am, sprinklers running in front yard","",Enforcement,NA,Water Restriction,NA,In Progress,00213-2-11,"",""
73,CODE-14-0712,"",2014-06-18T00:00:00.000,Enforcement,In Progress,2014-06-18T09:23:26.000,"1805 RIVIERA LN, SOUTHLAKE, TX 76092",0,"","","","RH, Wed 6/18/2014 5:37:00, Sprinklers running on side of house.","",Enforcement,NA,Water Restriction,NA,In Progress,00434-20-11,"",""
78,CODE-14-0720,"",2014-06-18T00:00:00.000,Enforcement,Noticed,2014-06-18T12:04:02.000,"1730 RANDOL MILL AVE, SOUTHLAKE, TX 76092",0,2014-06-18T00:00:00.000,"","",Property owner watering during peak time (11:38am),"",Enforcement,NA,Water Restriction,NA,Noticed,00107--4,"",""
101,CODE-14-0741,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T15:59:50.000,"702 CHAUCER CT, SOUTHLAKE, TX 76092",0,"","","","KF, Thursday, 06/19/14 @ 5:29pm, Front sprinklers running.  Wrong day. lss","",Enforcement,NA,Water Restriction,NA,In Progress,00280-2-12,"",""
102,CODE-14-0746,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T16:21:39.000,"350 BINKLEY CT, SOUTHLAKE, TX 76092",0,"","","","KF, Thursday, 06/19/14 @ 6:31p, Front sprinklers running.  Excessive water run off.  1000 ft plus running down Ownby. lss","",Enforcement,NA,Water Restriction,NA,In Progress,00208-5-4,"",""
103,CODE-14-0744,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T16:12:59.000,"1209 MERLOT DR, SOUTHLAKE, TX 76092",0,"","","","KF, Thursday, 06/19/14 @ 6:00p, Front sprinklers running.  Excessive amount of run off water 200 ft plus.  lss","",Enforcement,NA,Water Restriction,NA,In Progress,00258-7-15,"",""
97,CODE-14-0738,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T15:43:54.000,"1009 PINE MEADOW CT, SOUTHLAKE, TX 76092",0,"","","","RH, Thursday, 06/19/14 @ 5:14pm, Front sprinklers running, excessive run off 100 ft. lss","",Enforcement,NA,Water Restriction,NA,In Progress,00195-2-20,"",""
80,CODE-14-0721,"",2014-06-18T00:00:00.000,Enforcement,Noticed,2014-06-18T16:20:57.000,"725 SAXON TRL, SOUTHLAKE, TX 76092",0,2014-06-18T00:00:00.000,"","",Property owner watering front yard during peak time (4:04pm) and on wrong day (Wednesday),"",Enforcement,NA,Water Restriction,NA,Noticed,00233-55-12,"",""
68,CODE-14-0709,617 Warrington Lane,2014-06-17T00:00:00.000,Enforcement,In Progress,2014-06-18T08:19:35.000,"617 WARRINGTON LN, SOUTHLAKE, TX 76092",0,2014-06-17T00:00:00.000,"","",Reported that a large fence was installed and it looks unsightly.,"",Enforcement,NA,Work Without a Permit,NA,In Progress,00168-2-8,"",""
99,CODE-14-0742,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T16:03:54.000,"715 MANCHESTER CT, SOUTHLAKE, TX 76092",0,"","","","RH, 06/19/14 @ 5:33p, Front sprinklers running.  Water pouring into storm drain in front of house and running down the curb.  lss","",Enforcement,NA,Water Restriction,NA,In Progress,00280-2-17,"",""
106,CODE-14-0749,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T17:30:40.000,"1503 RAINBOW ST, SOUTHLAKE, TX 76092",0,"","","","KF, Thurs 6/19/2014 5:48:00, Excessive run off 100 ft plus. Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00195-1-2,"",""
403,CODE-14-1048,"",2014-07-25T00:00:00.000,Enforcement,Noticed,2014-07-25T09:16:26.000,"1352 ESTELLA WAY, SOUTHLAKE, TX 76092",0,2014-07-24T00:00:00.000,"","",Contractor using outside vendor (S&H Waste Services) for construction trash.,"",Enforcement,NA,Garbage Collection,NA,Noticed,00317-3-23,"",""
347,CODE-14-0985,1170 W. Dove Rd.,2014-07-11T00:00:00.000,Enforcement,Noticed,2014-07-11T00:00:00.000,"1170 W DOVE RD, SOUTHLAKE, TX 76092",0,2014-07-11T00:00:00.000,"","",Lot where a new subdivision is going in has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,Noticed,00366--1B02A01,"",""
415,CODE-14-1055,"",2014-07-25T00:00:00.000,Enforcement,In Progress,2014-07-25T13:53:23.000,"702 MALTON LN, SOUTHLAKE, TX 76092",0,"","","","CC, 7/25/2014 6:46:00, watering flower beds in front front of house ""wrong day"".","",Enforcement,NA,Water Restriction,NA,In Progress,00024-1-22,"",""
137,CODE-14-0778,"",2014-06-23T00:00:00.000,Enforcement,In Progress,2014-06-23T16:33:26.000,"1313 REGENCY CT, SOUTHLAKE, TX 76092",0,"","","","RH, Mon 6/23/2014 5:32:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00236-41-12,"",""
138,CODE-14-0781,"",2014-06-23T00:00:00.000,Enforcement,In Progress,2014-06-23T16:44:17.000,"1302 CONCORD AVE, SOUTHLAKE, TX 76092",0,"","","","RH, Mon 6/23/2014 6:01:00, Front flower bed sprinkler running.","",Enforcement,NA,Water Restriction,NA,In Progress,00119-1-7,"",""
416,CODE-14-1057,"",2014-07-25T00:00:00.000,Enforcement,In Progress,2014-07-25T14:06:05.000,"1101 NORMANDY DR, SOUTHLAKE, TX 76092",0,"","","","RH, 7/25/2014 7:18:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00213-5-12,"",""
67,CODE-14-0707,335 W. Bob Jones Rd.,2014-06-13T00:00:00.000,Enforcement,Closed,2014-06-13T00:00:00.000,"335 W BOB JONES RD, SOUTHLAKE, TX 76092",0,2014-06-13T00:00:00.000,2014-06-13T00:00:00.000,"",Reported by neighbor that grading work being done next door with the removal off trees and disturbing the land without a permit.  Also states that they have removed part of the fence and she has horses.,"",Enforcement,NA,Landscape and Tree,NA,Closed,00357--14,"",""
100,CODE-14-0745,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T16:17:48.000,"806 CROSS LN, SOUTHLAKE, TX 76092",0,"","","","KF, Thursday, 06/19/14 @ 6:21p, Backyard sprinklers running. lss","",Enforcement,NA,Water Restriction,NA,In Progress,00024-3-4,"",""
156,CODE-14-0797,"",2014-06-26T00:00:00.000,Enforcement,In Progress,2014-06-26T14:40:16.000,"850 OWNBY LN, SOUTHLAKE, TX 76092",0,"","","","Toles, Thurs, 06/26/14 @ 6:40am, Front sprinklers running. lss","",Enforcement,NA,Water Restriction,NA,In Progress,00208-5-12,"",""
95,CODE-14-0734,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T15:03:03.000,"195 CREEKWAY BEND, SOUTHLAKE, TX 76092",0,"","","","ED, Thursday, 06/19/14 @ 6:21a, Broken Sprinkler head causing excessive runoff to drain 100 ft, 2nd sprinkler from mailbox., lss","",Enforcement,NA,Water Restriction,NA,In Progress,00234-7-8,"",""
152,CODE-14-0793,1400 Main Street (Town Square),2014-06-19T00:00:00.000,Enforcement,Closed,2014-06-20T00:00:00.000,"1400 MAIN ST, SOUTHLAKE, TX 76092",0,2014-06-19T00:00:00.000,2014-06-20T00:00:00.000,"",Reported by citizen on patrol that there is a red vehicle outside of the east parking garage in Town Square that has been there for several weeks.  It also has expired tags and inspection.,"",Enforcement,NA,Zoning,Parking,Closed,00205-6-,"",""
139,CODE-14-0779,"",2014-06-23T00:00:00.000,Enforcement,In Progress,2014-06-23T16:35:02.000,"1329 REGENCY CT, SOUTHLAKE, TX 76092",0,"","","","RH, Mon 6/23/2014 5:33:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00236-41-20,"",""
128,CODE-14-0771,"",2014-06-20T00:00:00.000,Enforcement,In Progress,2014-06-20T10:33:47.000,"2408 TOP RAIL LN, SOUTHLAKE, TX 76092",0,"","","","RH, Fri 6/20/2014 6:15:00, Front sprinklers running.","",Enforcement,NA,Water Restriction,NA,In Progress,00401-2-3,"",""
140,CODE-14-0780,"",2014-06-23T00:00:00.000,Enforcement,In Progress,2014-06-23T16:42:47.000,"805 PARKDALE DR, SOUTHLAKE, TX 76092",0,"","","","RH, MOn 6/23/2014 6:10:00, Front sprinklers running. Excessive water run off 300 ft or more.","",Enforcement,NA,Water Restriction,NA,In Progress,00245-7-9,"",""
155,CODE-14-0795,"",2014-06-26T00:00:00.000,Enforcement,In Progress,2014-06-26T14:28:43.000,"315 AUGUSTA CT, SOUTHLAKE, TX 76092",0,"","","","ED, Thurs, 06/26/14 @ 6:15am, Sprinklers irrigating driveway, causing excessive runoff to drain 75 ft. lss","",Enforcement,NA,Water Restriction,NA,In Progress,00234-5-45,"",""
89,CODE-14-0732,"",2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-19T11:27:02.000,"1405 BENT CREEK DR, SOUTHLAKE, TX 76092",0,"","","","ED, Thurs 6/19 at 6:07a, sprinklers on left side of home and closes to right side of drive irrigating street","",Enforcement,NA,Water Restriction,NA,In Progress,00234-5-30,"",""
201,CODE-14-0850,"",2014-07-02T00:00:00.000,Enforcement,In Progress,2014-07-02T09:59:40.000,"600 LORRAINE DR, SOUTHLAKE, TX 76092",0,"","","","ED, Wed 7/2 at 6:53am, sprinklers running on right side of home by stop sign irrigating street","",Enforcement,NA,Water Restriction,NA,In Progress,00258-5-1,"",""
117,CODE-14-0758,307 Parkwood Drive (City property),2014-06-19T00:00:00.000,Enforcement,In Progress,2014-06-20T09:05:43.000,"307 PARKWOOD DR, SOUTHLAKE, TX 76092",0,2014-06-19T00:00:00.000,"","",Reported that the area next to the Senior Center on Parkwood Drive has high grass/weeds.,"",Enforcement,NA,Tall Grass and Weeds,NA,In Progress,00201-1-1R,"",""
